id,nombre,nombre_display,lat,lon,ubicacion,sector,sentido,pr,distancia_pr_m,telefono_grua,telefono_peaje,url_ficha,tarifa_cat1,operador,operador_tipo,codigo_peaje,codigo_tramo,territorial
puente-plato,PUENTE PLATO,PUENTE PLATO,9.79138800000004,-74.808983,KM 0+150 Vía Plata – Pueblo Nuevo,Plato – Pueblo Nuevo,Sur – Norte,0,323,018000945566 Opción 1,3165280403,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11700,Concesión (Yuma),Concesión,131,8002,15
honda,HONDA,HONDA,5.20158400000003,-74.820282,Km 35 + 100 Vía Mariquita – Honda,Fresno - Honda,Norte – Sur / Sur - Norte,35,75,350 666-6375 - 350666-6386,3506666383 - 3506666384 - 3506666385,http://hermes.invias.gov.co/carreteras/images/peajes/honda.jpg,13700,Concesionaria Alternativas Viales SAS.,Concesión,91,5007,24
puerto-colombia,PUERTO COLOMBIA,PUERTO COLOMBIA,10.967563,-74.956105,Vía al Mar Km 93,Cartagena - Lomita Arena,Ambos sentidos de circulación,93,572,018000977330 - 3114803629,3124572706 - 3157210245 o #212 Movistar / 3106303666 o #211 Claro / 3004510014 o #211 Tigo,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,17200,Concesión Costera - Barranquilla - Cartagena,Concesión,147,90A01,2
mata-de-cana,MATA DE CAÑA,MATA DE CAÑA,9.09145900000004,-75.8198619999999,Vía Monteria - Lorica Km 32+700 Metros,Cereté - Lorica,Sur – Norte,32,632,3216177100,3102468199 - 3145007265,http://hermes.invias.gov.co/carreteras/images/peajes/mata_de_cana.jpg,15800,Concesión Ruta al Mar,Concesión,2,2103,11
aguas-negras,AGUAS NEGRAS,AGUAS NEGRAS,6.64532600000007,-73.952462,Vía Rio Ermitaño La Lizama Km 84,Río Ermitaño - La Lizama,Aplica en ambos sentido de circulación,83,900,,3165298177,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3937.pdf,13500,Concesionaria Ruta Del Sol,Concesión,72,4511,22
albarracin,ALBARRACÍN,ALBARRACÍN,5.29067700000007,-73.5835039999999,Vía Bogotá Tunja KM 82+200 - Jurisdicción Villa Pinzón (Cundinamarca),Chocontá - Tunja,Ambos sentidos de circulación,80,"2,261",3174422284 // 3174341120 // 3174341030 // 3164086968,3203409278,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10300,Concesión Briceño - Tunja - Sogamoso,Concesión,103,5501,4
caimanera,CAIMANERA,CAIMANERA,9.46567700000003,-75.606506,,Coveñas - San Onofre,Sur – Norte,41,129,3216177100,3153483271,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,15300,,Por definir,136,9004,11
quiebra-de-velez,QUIEBRA DE VELEZ,QUIEBRA DE VELEZ,5.09425114600003,-75.555374468,,Tres Puertas - Quiebra de Vélez - Manizales,,0,0,,,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,3100,,Por definir,171,,5
las-palmas,LAS PALMAS,LAS PALMAS,6.15063000000004,-75.5312729999999,Km. 5 RUTA 5601 Vía Medellín - La Ceja,Glorieta Las Palmas - La Unión,Oriente – Occidente,0,0,(4) 4446178 - 2228085 - 4602225,(4) 4446178 - 2228085 - 4602225,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,12200,Concesión Túnel Aburrá - Oriente S.A,Concesión,106,5601,1
los-acacios,LOS ACACIOS,LOS ACACIOS,7.72137200000003,-72.57132,Km 119+900,Pamplona - Cúcuta,Aplica en ambos sentidos,118,"1,646",3203452139,(7) 5767878,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,7900,CONCESIÓN UNIÓN VIAL RÍO PAMPLONITA,Concesión,105,5505,18
santagueda,SANTAGUEDA,SANTAGUEDA,5.04866200000004,-75.598846,Cruce Guayacanes – La Manuela Km 6,Chinchiná - La Manuela,Ambos sentidos de circulación,6,"1,092",3138176567 #850,(6) 3282720,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,14600,CONCESIÓN AUTOPISTAS DEL CAFE,Concesión,43,29CL03,5
betania,BETANIA,BETANIA,3.97204071900006,-76.2533831599999,Km 14 Vía Aguasclaras – Ocaña,Aguaclara - Río de Oro,Sur - Norte // Norte - Sur,78,131,3155602442,3155602442,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,8200,PISA Proyectos de Infraestructura S.A.,Concesión,35,25505,25
puente-amarillo,PUENTE AMARILLO,PUENTE AMARILLO,4.19417200000004,-73.5967029999999,Conexión Anillo vial Cumaral Km 7+135,Cumaral - Barranca de Upía,Bidireccional,7,133,3178942293 - 018000180818,3168341260,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,4800,Concesión Vial del Oriente - COVIORIENTE S.A.S,Concesión,120,6510,16
chicoral,CHICORAL,CHICORAL,4.24550200000004,-74.880531,Km. 17+0350 de la ruta 4004B que corresponde a la vía Variante de Chicoral,Variante Chicoral,Aplica en ambos sentidos de circulación,0,"6,493",3212087489,3138863287,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,13800,Concesionaria San Rafael S.A.,Concesión,52,4004B,24
la-libertad,LA LIBERTAD,LA LIBERTAD,4.05697000000004,-73.463287,Vía Villavicencio – Puerto López Km 18+900,Villavicencio - Paso por el Puente sobre el Río La Balsa -Puerto Lopez,Oriente,17,585,3223472204 - #765,(8) 6700868 – 3115615494,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16900,Concesión Autopistas de los Llanos,Concesión,59,4007,16
purgatorio,PURGATORIO,PURGATORIO,8.63071100000008,-75.763725,Via Planeta Rica – Montería Km 32+500 Recorrido 49 KMS,Caucasia - Planeta Rica,Aplica en ambos sentido de circulación,32,672,0947911207,3116346239 - 3116346139,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16100,Concesión Ruta al Mar,Concesión,6,2513,11
zambito,ZAMBITO,ZAMBITO,6.29471400000006,-74.456992,Vía Rio Ermitaño La Lizama Km 6,Río Ermitaño - La Lizama,Aplica en ambos sentido de circulación,9,300,,3165298178,https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3920.pdf,13500,Concesionaria Ruta Del Sol,Concesión,71,4511,22
gambote,GAMBOTE,GAMBOTE,10.136159,-75.264267,Km 61+400 Ruta 9005 Troncal de Occidente,Cruz del Viso - Cartagena,Ambos sentidos de circulación,61,583,3212057227,3212057230,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11200,Ruta Caribe,Concesión,138,9005,3
tucunica,TUCUNICA,TUCUNICA,10.608983,-74.168495,KM 50 Rio Ariguani – Ye de Cienaga,Paso Nacional por Aracataca - Ye de Ciénaga,Norte – Sur,48,678,018000945566 Opción 1,3176486588,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10900,Concesión (Yuma),Concesión,78,4518,15
pubenza,PUBENZA,PUBENZA,4.40331639000004,-74.7314643409999,Vía Chía – La Mesa – Girardot Km 16 Jurisdicción del Municipio de Tocaima,Girardot - Tocaima,Norte - Sur // Sur Norte,0,0,#815 Tigo - 018000953550,#815 Tigo - 018000953550,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,8500,CONCESIÓN DEVISAB,Concesión,170,,12
la-tebaida,LA TEBAIDA,LA TEBAIDA,4.74462434300005,-74.171477243,Kilómetro 8 Vía Mosquera - Chía Jurisdicción del Municipio de Funza,Funza - Cota,Sur - Norte // Norte - Sur,0,0,*815 - 018000953550,*815 - 018000953550,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11200,CONCESIÓN DEVISAB,Concesión,165,,12
boqueron-i,BOQUERÓN I,BOQUERÓN I,4.45259900000002,-74.0733949999999,Tramo que cubre:Vía Rincón Hondo - Agustín Codazzi,San Roque - La Paz,Occidente – Oriente // Oriente – Occidente,4,122,3123060332 - 3105851322 -3105851325 y #713,3123063223 - 3123030336 – 3105851322,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16500,COVIANDINA S.A.S.,Concesión,55,4006,12
la-heroica,LA HEROICA,LA HEROICA,10.342343514,-75.490621142,Variante Mamonal - Gambote,Variante Mamonal - Gambote,Ambos sentidos de circulación,0,0,(57) (5)6609002 - 6607822 - 6609125,(57) (5)6609002 - 6607822 - 6609125,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,2900,CONVIAL,Concesión,179,,3
marahuaco,MARAHUACO,MARAHUACO,10.574535,-75.4505589999999,Km 16 Vía Cartagena - Barranquilla,Cartagena - Lomita Arena,Ambos sentidos de circulación,15,949,018000977330 - 3114803629,3124572713 - 3157210245 Ó # 212 Movistar / 3106303666 Ó # 211 Claro / 3004510014 Ó # 211 Tigo,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,18400,Concesión Costera - Barranquilla - Cartagena,Concesión,146,90A01,3
la-estrella,LA ESTRELLA,LA ESTRELLA,5.12551851000006,-75.505280332,,Manizales - Neira,,0,0,,,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,6100,,Por definir,164,,5
pajarito,PAJARITO,PAJARITO,6.33180205000002,-75.599368636,,Medellín - San Pedro,,0,0,,,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,12900,,Por definir,168,,1
jalisco,JALISCO,JALISCO,4.90135570300004,-74.426167866,Peaje Río Bogotá – Facatativá – Villeta – Vianí – Cambao Km 89+400 Jurisdicción del Municipio de Albán,Sasaima - Albán,Occidente - Oriente // Oriente - Occidente,0,0,3102576509,3102576509 // 31*288,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,12400,CONCESIÓN PANAMERICANA,Concesión,163,,12
tarapaca-ii,TARAPACÁ II,TARAPACÁ II,4.95009900000002,-75.618682,Vía Pereira – Chinchiná PR29RSC Km 24 + 100,Intersección Jazmín - Estación de Servicio Chinchiná,Aplica en ambos sentidos de circulación,24,754,3138176567 #850,(6) 3282720,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16100,CONCESIÓN AUTOPISTAS DEL CAFE,Concesión,45,29RSC,21
los-santos,LOS SANTOS,LOS SANTOS,6.91737791400004,-73.034207319,,Piedecuesta - Los Santos,En ambos sentidos,0,0,037 646 9396 - 320 8003657,037 656 8002 - 316 6058384,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,,Concesión CONSTRUVICOL S.A,Concesión,166,,22
uribia,URIBIA,URIBIA,11.606513783,-72.321876241,,Cuatrovias - Uribia,,0,0,,,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,,,Por definir,180,,13
san-miguel,SAN MIGUEL,SAN MIGUEL,4.44416465900002,-74.301889391,,Fusagasugá - Sibaté,,0,0,,,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,7900,,Por definir,173,,12
nuevo-salto,NUEVO SALTO,NUEVO SALTO,4.58154202000003,-74.2986611859999,Kilómetro 1.4 Vía Chusacá – El Triunfo – Viotá – El Portillo en la Vereda Charquito (Soacha),El Colegio - El Charquito,Aplica en ambos sentidos,0,0,,3114810850,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11700,Concesión Troncal del Tequendama.,Concesión,,,12
san-pedro-la-mesa-anapoima,SAN PEDRO,SAN PEDRO (La Mesa - Anapoima),4.58098863300006,-74.476174487,Chía - La Mesa - Girardot Km.61 Jurisdicción del Municipio de la Mesa,La Mesa - Anapoima,Norte - Sur // Sur - Norte,14,"1,007",#815 Tigo 018000953550,#815 Tigo 018000953550,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10500,CONCESIÓN DEVISAB,Concesión,,4702,12
mondonedo,MONDOÑEDO,MONDOÑEDO,4.63824152500007,-74.2939825239999,Vía Chía – La Mesa – Girardot Km 105 Jurisdicción del Municipio de Bojacá,La Mesa - Mosquera,Norte - Sur // Sur Norte,0,0,#815 Tigo - 018000953550,#815 Tigo - 018000953550,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11200,CONCESIÓN DEVISAB,Concesión,167,,12
ramal,RAMAL,RAMAL,4.62716543300007,-74.289809132,kilómetro 106 Via Mosquera - Ramal a Soacha,Variante Soacha - La Mesa,Occidente - Oriente // Oriente - Occidente,0,0,#815 Tigo – 018000953550,#815 Tigo – 018000953550,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11200,CONCESIÓN DEVISAB,Concesión,172,,12
pipiral,PIPIRAL,PIPIRAL,4.20004800000004,-73.72142,Vía Villavicencio – Puente Susumuco Km 78+020,Bogotá (El Portal) - Villavicencio,Occidente,72,40,3123060332 - 3105851322 -3105851325 y #713,3214698772 - 3105851322,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,23000,COVIANDINA S.A.S.,Concesión,58,4006,16
turbaco,TURBACO,TURBACO,10.3569754530001,-75.4434161349999,Km 60+00 y 68+00 Ruta 9005 Troncal de Occidente,Cruz del Viso - Cartagena,Ambos sentidos de circulación,96,420,3212057227,3212057230,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,5100,Ruta Caribe,Concesión,139,9005,3
bazurto-manga,BAZURTO (MANGA),BAZURTO (MANGA),10.4067850500001,-75.526546588,Vía Puente Nacional – San Gil Km 62+950,Puente Nacional - San Gil,Ambos sentidos de circulación,0,0,(57) (5)6609002 - 6607822 - 6609125,(57)(5)6609002 - 6607822 - 6609125,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,2300,CONVIAL,Concesión,160,,3
ceballos,CEBALLOS,CEBALLOS,10.383016105,-75.5059221819999,,La Línea - Cajamarca,Ambos sentidos de circulación,0,0,(57) (5)6609002 - 6607822 - 6609125,(57) (5)6609002 - 6607822 - 6609125,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,2500,CONVIAL,Concesión,176,,3
santa-elena,SANTA ELENA,SANTA ELENA,6.17965929600007,-75.4613569959999,Km 21+500 - Vía Medellín - Ríonegro,Vía Antigua a Rionegro,Ambos sentidos de circulación,0,0,(4) 4446178 - 2228085 - 4602225,(4) 4446178 - 2228085 - 4602225,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,15100,Concesión Túnel Aburrá - Oriente S.A,Concesión,174,0,1
variante-las-palmas,VARIANTE LAS PALMAS,VARIANTE LAS PALMAS,6.17065388700007,-75.478890798,,Las Palmas - Aeropuerto,,0,0,,,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,20200,Concesión Túnel Aburrá-Oriente,Concesión,175,,1
cabildo,CABILDO,CABILDO,6.39579700000007,-75.423661,Vía Ubate Puente Nacional Km 66+200 Jurisdicción Saboyá,Ubaté - Puente Nacional,,0,0,01-8000-522-44-77,2892224 - 3108992859,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16700,,Por definir,23,0,1
aburra,ABURRA,ABURRA,6.29319200000003,-75.651083,Oriente Occidente Km 39+600 Occidente Oriente Km 44+800 - vía Santa Fe de Antioquia Medellín,Puente Aurrá - Medellín,Santa Fe de Antioquia - Medellín,0,0,3176676335 018000400016,(1) 2863300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,20600,DESARROLLO VIAL AL MAR SAS,Concesión,114,0,1
casetabla,CASETABLA,CASETABLA,4.11271500000004,-72.8350139999999,,Armenia - La Línea,Oriente,16,237,018000918624 Operadores Claro – Movistar #765,3102466017,http://hermes.invias.gov.co/carreteras/images/peajes/casetabla.jpg,6900,Concesión Autopistas de los Llanos,Concesión,60,4008,16
sabanagrande,SABANAGRANDE,SABANAGRANDE,10.799603,-74.759003,Vía Oriental Km 55,Palmar de Varela - Barranquilla,Ambos sentidos de circulación,64,807,3212057227,3006738048,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11900,Consorcio Ruta Caribe,Concesión,34,2516,2
fusca,FUSCA,FUSCA,4.83535800000004,-74.0289309999999,Bogotá – Albarracín Km 4,Bogotá - Ubaté,Sur – Norte Aplica Únicamente saliendo de Bogotá,3,921,676 06 52,6760652 Opc 1 - 3125194023 – 3125196546,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11100,CONCESIÓN ACCENORTE,Concesión,101,45A04,12
tarapaca-i,TARAPACÁ I,TARAPACÁ I,4.93954600000006,-75.6164449999999,Vía Pereira – Manizales Km. 20 + 200,La Romelia - Río Campo Alegre,Ambos sentidos de circulación,20,762,3138176567 #850,(6) 3282720,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16100,CONCESIÓN AUTOPISTAS DEL CAFE,Concesión,41,2902,21
san-bernardo-trinidad-ll,SAN BERNARDO (TRINIDAD ll),SAN BERNARDO (TRINIDAD ll),5.05220000000003,-75.594574,Tres Puertas – Puente La Libertad Km. 9 + 200,Tres Puertas -La Manuela - Estación Uribe,Ambos sentidos de circulación,9,177,3138176567 #850,(6) 3282720,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,14600,CONCESIÓN AUTOPISTAS DEL CAFE,Concesión,90,5005,5
caiqueros,CAIQUEROS,CAIQUEROS,5.06536600000004,-74.4141079999999,Vía Cauyá - El Palo,Cauyá - La Felisa,Ambos sentidos de circulación,76,"1,331",5939260,5939260 ---------3185577768---------- 3102613190----------- 3002149460,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,12800,CONCESIÓN SABANA DE OCCIDENTE,Concesión,93,5008,12
las-flores,LAS FLORES,LAS FLORES,9.31889100000006,-75.320053,Sincelejo-Puerta de Hierro-Calamar,Sincelejo - Corozal,Nor Oriente,5,600,3184095455 – 3182406622,3124964386,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,6100,INVIAS,INVIAS,31,2515,23
circasia,CIRCASIA,CIRCASIA,4.69838800000002,-75.606148,Vía Armenia - Pereira Km. 16+750,Armenia-Pereira,Norte Sur y Sur Norte,15,"1,723",602 22 33,(6) 3282720 3138176567 #850,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,19200,CONCESIÓN AUTOPISTAS DEL CAFE,Concesión,40,2901,20
neguanje,NEGUANJE,NEGUANJE,11.2530630000001,-74.109322,Ubicación: 6+500 Tramo que cubre: Puente Nenguange – Palomino,Santa Marta - Río Palomino,Aplica en ambos sentidos,6,759,(5) 728 85 43,3138891473 - (5) 7288542/43,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,12300,Concesión Santa Marta Paraguachón S.A,Concesión,142,9008,15
unisabana,UNISABANA,UNISABANA,4.85540300000002,-74.031464,Bogotá – Albarracín Km 5+600,Bogotá - Ubaté,Sur – Norte,5,627,676 06 52,6760652 Opc 1 - 3125194023 – 3125196546,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,,CONCESIÓN ACCENORTE,Concesión,80,45A04,12
yucao,YUCAO,YUCAO,4.35131700000005,-72.169253,Vía Puerto López - Puerto Gaitán Km.99+200,Puerto López - Puerto Gaitán,Oriente,5,175,018000918624 Operadores Claro - Movistar #765,3102466052,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,6900,Concesión Autopistas de los Llanos,Concesión,61,4008,16
guarne,GUARNE,GUARNE,6.32795500000003,-75.5155329999999,Km 7 Autopista Medellín - Bogotá,Medellín - Santuario,Oriente,6,950,#618 - 018000518427 - (4) 3860085,018000518427 - 408-08-42 - 3860085,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16800,Concesión Devimed,Concesión,110,6004,1
los-cauchos,LOS CAUCHOS,LOS CAUCHOS,2.78557800000004,-75.301956,Vía Garzon – Neiva Km 98+499 Jurisdicción Municipio de Rivera,Garzón - Neiva,Aplica en ambos sentidos de circulación,98,628,311 260 50 25 - #296,320 995 5541,http://hermes.invias.gov.co/carreteras/images/peajes/los_cauchos.jpg,9200,Concesión Rodovias Colombia S.A.S,Concesión,65,4505,14
primavera,PRIMAVERA,PRIMAVERA,5.96879700000005,-75.594025,KM 38+800 RUTA 2509 - Via Medellin - La Pintada,La Pintada - Primavera,Sur – Norte,38,824,3185018100 - #272 Claro Movistar y Tigo,3173673153,http://hermes.invias.gov.co/carreteras/images/peajes/primavera.jpg,10500,CONCESION LA PINTADA S.A.S. (ODINSA),Concesión,22,2509,1
papiros,PAPIROS,PAPIROS,11.0127000000001,-74.8895879999999,Vía al mar Km 101,Cartagena - Lomita Arena,Sentido Occidente Oriente,103,788,018000977330 - 3114803629,3173317167,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,3000,Concesión Costera - Barranquilla - Cartagena,Concesión,148,90A01,2
neiva,NEIVA,NEIVA,2.97780200000005,-75.307259,Vía Neiva – Castilla Km 3+700 Jurisdicción Municipio de Neiva,Neiva - Natagaima,Aplica en ambos sentidos de circulación,3,728,667 10 30,3153340727 – 3174340907 - 3502621485,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,15700,Concesión Autovía Neiva – Girardot,Concesión,66,4506,14
ocoa,OCOA,OCOA,4.02625900000004,-73.7751919999999,Vía Villavicencio – Granada Km 54+450,Ye de Granada - Paso por el Puente sobre el Río Ocoa,Sur,54,629,(578) 668 49 90-91,(8) 6700868 – 3138860370 - 018000918624 - #76,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,13100,Concesión Autopistas de los Llanos,Concesión,119,6509,16
el-koran,EL KORÁN,EL KORÁN,5.49713170400003,-74.613729591,Bogotá – Medellín - Norte,El Korán - Guaduas,Sur – Norte Variante Guaduas - Intersección Koran,3,100,3185166166 / 018000914181,(1) 5188489,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,18900,INVIAS,INVIAS,97,5008B,12
los-patios,LOS PATIOS,LOS PATIOS,4.66337400000003,-74.0105799999999,La Calera – Briceño Km 0+050,Bogotá (Los Patios) - Guasca,Sur – Norte,21,639,3102399451 - 3162340275 - #762 y 018000181762,3118179035,http://hermes.invias.gov.co/carreteras/images/peajes/patios.jpg,12300,INVIAS – VIPSA,INVIAS,98,5009,12
la-cabana,LA CABAÑA,LA CABAÑA,4.80945400000007,-73.945587,La Calera – Briceño Km 21+800,Bogotá (Los Patios) - Guasca,Norte – Sur,0,0,3102399451 - 3162340275 - #762 y 018000181762,3112178121,http://hermes.invias.gov.co/carreteras/images/peajes/la_cabana.jpg,12300,PERIMETRAL ORIENTAL DE BOGOTÁ S.A.S,Concesión,99,5009,12
el-carmen,EL CARMEN,EL CARMEN,9.68215500000002,-75.124916,Km 70+500 Troncal de Occidente Ruta 2515 Vía Sincelejo – Calamar,Puerta de Hierro - Carreto,Ambos sentidos de circulación,60,667,3162954845 - #270 Claro,3162954845,http://hermes.invias.gov.co/carreteras/images/peajes/el_carmen.jpg,11100,Autopista de la sabana,Concesión,32,2515,3
acapulco,ACAPULCO,ACAPULCO,4.99906200000004,-75.858871,Vía Y de Cerritos - Cauyá PR2507 Km 24,La Virginia - Remolinos,Aplica en ambos sentidos de circulación,24,45,018000423780 – 3219738470,3219738470,http://hermes.invias.gov.co/carreteras/images/peajes/acapulco.jpg,14600,CONCESION PACÍFICO TRES S.A.S (ODINSA),Concesión,19,2507,21
el-ebanal,EL EBANAL,EL EBANAL,11.276194,-73.122124,Ubicación: 53+950 Tramo que cubre:Vía Riohacha - Palomino,Río Palomino - Riohacha,Aplica en ambos sentidos de circulación,955,53,(5) 728 85 43,3143300807 - (5) 7288542 /43,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,12300,Concesión Santa Marta Paraguachón S.A,Concesión,143,9009,13
flandes,FLANDES,FLANDES,4.19209900000004,-74.8611529999999,Km. 4 Vía Espinal - Girardot,El Espinal - Girardot,Aplica en ambos sentidos de circulación,47,"1,640",667 10 30,3153340727 – 3174340907 - 3502621485,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,15700,Concesión Autovía Neiva – Girardot,Concesión,68,4507,24
laureano-gomez,LAUREANO GÓMEZ,LAUREANO GÓMEZ,10.978719174,-74.729718979,KM 3+300 Vía Barranquilla – Santa Marta,Barranquilla - Santa Marta,Norte – Sur,5,569,3106303030 - 3106328761,3106328761,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10100,Concesión (Barranquilla -Ciénaga),Concesión,158,9007,15
veracruz,VERACRUZ,VERACRUZ,4.26108800000003,-73.448189,Vía Cumaral – Paratebueno Km 29+555,Cumaral - Barranca de Upía,Bidireccional,29,557,3178942293 - 018000180818,3168341260,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,8600,Concesión Vial del Oriente - COVIORIENTE S.A.S,Concesión,121,6510,16
tasajera,TASAJERA,TASAJERA,10.9771881520001,-74.3366643319999,KM 50 Vía Barranquilla – Santa Marta,Barranquilla - Santa Marta,Norte – Sur,50,881,3106303030 - 3106328761,3106328761,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10100,Concesión (Barranquilla -Ciénaga),Concesión,159,9007,15
corozal,COROZAL,COROZAL,4.40792900000002,-75.899872,Vía La Paila - Armenia Km 23,La Paila - Club Campestre,Sur - Norte // Norte - Sur,21,"1,604",3138176567 #850,(6) 3282720,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,14600,CONCESIÓN AUTOPISTAS DEL CAFE,Concesión,48,4002,25
pandequeso,PANDEQUESO,PANDEQUESO,6.47799800000007,-75.37861,KM 38+700 RUTA 2510 - vía Medellín – La costa,Medellìn - Hoyo Rico,Norte - Sur,0,0,094-4012277 - 018000524477,094-8664105 - 3108992850,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,14600,CONCESION ANI,Concesión,25,2510,1
cedros,CEDROS,CEDROS,8.81977500000005,-75.998909,Via Puerto Rey – Montería Km 47 Recorrido 67 KMS,Puerto Rey - Monteria,Aplica en ambos sentido de circulación,46,"1,001",094 - 7911207,3116346193 - 3116346192,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,16100,Concesión Ruta al Mar,Concesión,130,7401,11
el-dificil,EL DIFÍCIL,EL DIFÍCIL,9.83116600000005,-74.267754,KM 67+300 Plato – Pueblo Nuevo,Plato – Pueblo Nuevo,Sur – Norte,67,175,018000945566 Opción 1,3165298176,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,11700,Concesión (Yuma),Concesión,132,8002,15
el-roble,EL ROBLE,EL ROBLE,5.03128500000003,-73.839882,Bogotá – Albarracín Km 36,Bogotá - Chocontá,Sur – Norte // Norte – Sur,0,0,3174422284 // 3174341120 // 3174341030 // 3164086968,3203409278,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,10300,Concesión Briceño - Tunja - Sogamoso,Concesión,102,5501,12
amaga,AMAGÁ,AMAGÁ,6.04694900000004,-75.6598739999999,KM 03+100 RUTA 6005 Via Santuario - Puerto Triunfo,El Santuario - Cruce Ruta 45 (Caño Alegre),Suroeste Tramo que cubre: Bolombolo - Camilo C,89,351,3207103032,3207103032,http://hermes.invias.gov.co/carreteras/images/peajes/amaga.jpg,10500,Concesión Vial del Pacífico,Concesión,109,6003,1
san-onofre,SAN ONOFRE,SAN ONOFRE,9.87253100000004,-75.393358,Vía San Onofre – Cruz del Viso Km 21+400 metros,San Onofre - María La Baja,Norte – Sur,21,497,3216177100,3104320955,http://hermes.invias.gov.co/carreteras/images/peajes/san_onofre.jpg,16100,Concesión Ruta al Mar,Concesión,137,9005,23
la-esperanza,LA ESPERANZA,LA ESPERANZA,9.43074200000007,-75.435951,Toluviego - Sincelejo,Sincelejo - Toluviejo,Aplica en ambos sentidos,15,200,3184095455 – 3182406622,3124964386,http://hermes.invias.gov.co/carreteras/images/peajes/la_esperanza.jpg,10900,INVIAS,INVIAS,39,25SC01,23
